"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 23:13:13 MSK 2023","Thu Apr 13 23:13:21 MSK 2023","8350","","com.client.AuthorizationFormTest","","com.client.AuthorizationFormTest","succesFillLoginFormTest","succesFillLoginFormTest()",""
